,species_guess
105485,Bornean Treepie
105490,Glaucidium passerinum
105494,Andorinhas
105497,Piquituerto Común
105503,rana de labio turbo blanco
105504,Dzięcioł czarny
105512,vrana popolavá
105529,Calypte anna
105536,Morgenammer
105537,Montezumastirnvogel
105545,Prinia flaviventris latrunculus
105546,Sunda Cuckoo
105547,Chiquitanía Poison Frog
105548,Basin White-lipped Frog
105549,Red-rimmed Monkey Tree Frog
105550,Ralo-das-vinhas
105554,Crvenoglavi djetlić
105592,Siva žuna
105593,Divlja guska
105596,Palčić
105603,Trstenjak mlakar
105609,Crna žuna
105614,Écureuil des Palmier
105615,Grive de Crossley
105617,Kārearea (New Zealand Falcon)
105620,Maria-cavaleira-pequena
105623,Eastern Wolf
105635,Bogatka
105641,White-fronted Chat
105645,Utcubamba Tapaculo
105647,Trauerstärling · Melodious Blackbird
105648,Westlicher Tüpfelwollrücken
105649,Rostbauchguan
105653,American elm
105658,Carbonero cresta negra
105667,Plavetna sjenica
105668,Vijoglav
105669,Crveni mukač
105670,Patuljasti gnjurac
105672,Andaman Boobook
105673,Mountain Serpent-Eagle
105675,Sunda Laughingthrush (Bornean)
105680,큰기러기
105686,Western Saddle Bush-cricket
105687,Rhacocleis annulata
105692,Lapin de garenne
105699,Hyalinobatrachium munozorum
105700,Dendropsophus sarayacuensis
105704,Strange bird call?
105712,Scaphura
105718,Austrosalomona personafrons
105719,Caedicia noctivaga
105722,Amazon Kingfisher
105731,Red-lored Parrot · Loro Cachetes Amarillos
105738,Phyllergates cucullatus cinereicollis
105745,Castor canadensis
105757,trepatroncos rayas negras
105760,Sabota Lark
105778,Celebes Crested Macaque
105784,Saltmarsh Cordgrass
105785,surucuá-dourado-da-amazônia
105786,Hellroter Ara
105787,Bronzekiebitz
105790,Greater Sac-winged Bat · Murciélago Rayado Mayor
105792,Amphibia
105799,Pink-footed Goose · Spetsbergsgås
105813,鷸科
105815,Bindenwollrücken
105839,Long-billed Hermit · Colibrí Ermitaño Mesoamericano
105849,Malacogaster passerinii
105853,Buzzing Tree Frog
105855,חכלילית סלעים
105861,Chestnut-hooded Laughingthrush
105862,White-browed Shrike-Babbler (Bornean)
105877,Glattschnabelani
105878,Burlisto pico negro
105902,rhinella marina
105980,Uferzaunkönig
105984,Corbatita Boina Negra
105989,Koskikara
105994,Tortolita cuyana
105996,Tīeke (North Island Saddleback)
106002,Braunrückenameisenvogel
106012,Golub grivnjaš
106019,Žuta pastirica
106022,Grmuša čevrljinka
106025,Vivak pozviždač
106030,Myophonus caeruleus eugenei
106054,Vautour fauve
106055,Graukopfguan · Gray-headed Chachalaca
106056,White-whiskered Puffbird
106058,Northern Barred-Woodcreeper
106062,Black-cheeked Woodpecker
106103,Slaty Flowerpiercer
106110,Northern Robin
106119,Brown-bordered Snouted Tree Frog
106120,Paradoxical Swimming Frog
106121,Bolivian harlequin frog
106127,Ruddy-breasted Crake
106204,Large-billed Leaf Warbler
106207,Ranas arborícolas y parientes
106209,Ptenopus garrulus
106210,Ptenopus kochi
106220,Black-chested Jay
106222,Barred Monkey Frog
106223,Madidi Titi
106224,Red-skirted Tree Frog
106226,Plain-colored Tree Frog
106227,Olive-crowned Yellowthroat (Chiriqui)
106260,Fidicina mannifera
106270,Coruja-orelhuda
106272,Atta Leaf-cutter Ants
106361,Criquet des garrigues
106362,Crvendać
106364,Velika sjenica
106365,Sivi ždral
106370,Cacomantis merulinus threnodes
106379,Tricahue
106409,Fulvous Antshrike
106431,Copsychus saularis pluto
106432,Engoulevent de Bates
106433,Coucou criard
106434,Sénégali sanguin
106435,Drongo de Sharpe
106436,Gladiateur ensanglanté
106439,Chaco Granulated Toad
106440,Fringed Leaf Frog
106481,Neoconocephalus punctipes
106487,Sunda Teal
106507,Geai bleu
106509,Hieraaetus pennatus
106515,Rivero's Amazon Tree Frog
106516,Phyllomedusa camba
106519,Geoffroy's Bat
106535,까치
106538,White-necked Crow
106546,Perico cascabelito
106554,Toquí­ pinto
106627,紅嘴藍鵲
106657,Neoconocephalus viridis
106681,Western Gull · Gaviota Occidental
106688,Toxorhynchites speciosus
106692,Black-striped Frog
106887,Zanda funerea
106895,Tyrannus vociferans
106896,西叢鴉
106915,Ganso Canadiense Menor
106921,Rolinha-roxa
106932,hypogramma hypogrammicum
106933,Black-crowned Pitta
106940,叉尾太陽鳥
106941,紅耳鵯
107016,Potrzos
107025,Barbitistes vicetinus
107030,Ctenodecticus bolivari
107031,Locustone brizzolato
107033,Leptophyes laticauda
107038,Polysarcus denticauda
107041,Square-tailed Bulbul
107043,Sri Lanka Blue-Magpie
107048,Eirunepe Snouted Tree Frog
107049,Scinax de Duellman
107051,灰头狐蝠
107052,彩虹吸蜜鹦鹉
107053,小凤头鹦鹉
107222,Sabah Partridge
107234,Cinnamon-breasted Bunting
107235,Modicogryllus perplexus
107236,Acheta rufopictus
107251,Socotra Starling
107256,Ectatoderus
107257,African Molecricket
107263,Coruja-do-Mato
107264,Corujinha-sapo
107265,Arabian cicada
107266,Rusty-throated Wren-Babbler
107267,Galinha-do-mato
107317,Dendropsophus norandinus
107318,rana arborícola enmascarada
107408,小葵花鳳頭鸚鵡
107496,Sangretoro encendido
107497,Dusky Antbird
107504,Açor
107506,alternate-leaved dogwood
107516,粉红凤头鹦鹉
107520,Blue-headed Pitta
107526,Rana de torrente de Palmer
107538,鷹鵑
107557,Platypedia usingeri
107559,Polyphaga
107578,西方蜜蜂
107579,Dugorepa sjenica
107580,Rovci
107582,Obična kukavica
107585,Svraka
107591,Crnokapa grmuša
107595,Euroazijska zlatna vuga
107600,Macronus ptilosus reclusus
107601,Dryocopus javensis javensis
107608,Grey-headed Bulbul
107645,Conocephalus arabicus
107654,Song Sparrow · Gorrión Cantor
107657,California Thrasher · Cuicacoche Californiano
107663,Colostethus imbricolus
107670,白颈麦鸡
107678,Zelena žuna
107683,Gracula religiosa religiosa
107684,Bornean Black Magpie
107685,Ratufa affinis baramensis
107692,Harmaasorsa
107704,Grönfink
107716,Vertebrati
107725,Campephilus robustus
107726,Thalurania glaucopis
107733,Brewer's Duck
107746,Ranita Caricorta
107765,Dictyonemobius lateralis
107768,Boomleeuwerik
107769,Tentilhão dos Açores
107770,นกแสก
107775,Hume's Treecreeper
107776,Large Niltava
107778,Rusty-capped Fulvetta
107789,Обыкновенная Майна
107790,Southern Woodland Kingfisher
107791,Southern Magpie Shrike
107795,Burnt-neck Eremomela
107810,Jerdon's Nightjar
107811,Mottled Wood-Owl
107818,Zitterpappel
107820,Zorzal Moteado
107823,Southern Rockhopper Penguin
107838,Indian Great Reed Warbler
107840,Colibrí Vientre Canelo
107841,Puerto Rican Lizard-Cuckoo
107843,红耳鹎
107845,Cape Honeybee
107868,Оляпка
107965,Barbu à gorge bleue
108058,Hauszaunkönig
108171,Pan troglodytes verus
108299,Bem-Te-Vi-Rajado
108337,Короткопалая пищуха
108341,Мексиканская чечевица
108345,Rana arbórea locuaz
108347,Papamoscas Garganta Ceniza
108352,Tororó
108353,Guaracavuçu
108362,黑臉噪鶥 (七姊妹)
108423,Nyctophilus nebulosus
108551,Whiskered Myotis
108600,Sprinkled Long Reed Frog
108633,Goldkehltukan
108642,Cuculus micropterus micropterus
108658,Australian Ibis
109377,Capreolus capreolus
109402,Mixornis bornensis montana
109461,台北樹蛙
109466,Linnet
109513,Sitta europaea
109514,Pyrrhula pyrrhula
109515,Kormosfejű cinege
109516,Búbos cinege
109526,Kalahari Forktail Drongo
109538,Asian Hawk-Eagles
109564,Club-legged Grasshopper
109609,Серогрудая щетинистая кукушка
109626,Mergulhão-pequeno
109833,Habenaria subviridis
109835,Green-fronted Hummingbird
109852,Ochrilidia kraussi
109855,Серая Неясыть
109883,Geminate Cicada
109899,Leptopogon rufipectus
109912,Santa Ines Snouted Tree Frog
109917,Mirla ventriblanca
109923,Blue-tailed Bee-Eater
109924,Pacific Chorus Frog
109925,Aegithina tiphia aequanimis
109956,Csíz
109963,Lutrogale perspicillata perspicillata
109972,Surf Scoter
109978,Adenostoma sparsifolium
109984,African Little Egret
109985,灰卷尾
109988,Ducula aenea polia
109991,黑脸噪鹛
109992,Bjergirisk
109995,Eiderente
109997,Kernebider
109998,Jardinier de Ramsay
110002,Long-nosed Bats
110003,Potrzeszcz
110007,Poecile montanus
110015,Клесты
110049,Surniculus lugubris brachyurus
110052,Pato jergón chico
110055,Pato real
110058,Nasalis larvatus larvatus
110059,Crimson-collared Grosbeak
110066,Bornean Yellow-throated Marten
110117,Mysikrólik
110120,Chimbo Rocket Frog
110144,Liito-Orava
110162,Manakin tijé
110166,Ranita llanera de pantanos
110180,Malaienhornvogel
110203,Chipe Gorra Canela Común
110217,Anthony's Poison Arrow Frog
110244,Emperor Penguin
110249,Ruru (Morepork)
110254,Todiramphus chloris laubmannianus
110262,Bushy-crested Hornbill
110265,Jelova sjenica
110269,Batokljun
110578,Fork-tongued Frogs
110600,Paszkot
110747,Jaseur boréal
110843,andorinha-grande
110850,Spear-nosed Bats
111075,Southern Black-backed Jackal
111101,phainopepla
111118,Бородатая куропатка
111121,Northeast Bornean Orangutan
111271,Martin pescatore
111292,Calodendrum capense
111388,Средний пёстрый дятел
111389,Southern Pig-tailed Macaque
111391,노랑턱멧새
111430,Whistlin kite
111449,Leptopelis flavomaculatus
111680,Pellorneum rostratum macropterum
111681,White-chested Babbler (Bornean)
111682,Kurochkinegramma hypogrammicum hypogrammicum
111684,Ephippitytha froggatti
111688,Moltrecht's Green Tree Frog
111692,Callosciurus caniceps
111727,Forapaglie macchiettato
111728,Peruvian Plantcutter
111729,Peruvian Sheartail
111732,Collared Warbling-Finch
111733,Parrot-billed Seedeater
111735,Necklaced Spinetail
111736,Tumbes Sparrow
111752,Hairy-legged Myotis
111762,Wagner's moustached bat
111763,Central American Dwarf Squirrel
111764,Davy's naked-backed bat
111766,Razorjaw Ants
111775,Howell's Reed Frog
111785,Goldglänzender Rosenkäfer
111811,Rotfuchs
111818,Celestinos
111821,Indian Barn Owl
111874,Sooty Moustached Bat
111877,Parnell's Moustached Bat
111880,Antillean Ghost-faced Bat
111883,Tumbes Pewee
111884,Rufous-necked Foliage-Gleaner
111885,Thick-billed Euphonia
111887,White-winged Guan
111888,Plumbeous-backed Thrush
111889,Superciliated Wren
111904,鵲鴝 (豬屎渣)
111906,Phalaenoptilus nuttallii
111907,Chotacabras pauraque
112082,Eastern Purple Finch
112085,Kakaobaumsteiger
112091,Long-legged Bat
112136,Rufous-tailed Hummingbird
112154,Élénie à cimier blanc
112170,Pristimantis zorro
112181,Tropenspottdrossel
112187,Pełzacz leśny
112189,Szponiaste
112194,Palmentangare · Palm Tanager
112211,Bailarín
112216,Sapo del Obispo
112218,Pitiayumí
112228,Uleiota
112440,Европейская косуля
112451,Sånglärka
112462,Galinha doméstica
112463,Ferro-velho
112844,Southeastern Smooth-coated Otter
113385,Mugadina
113398,Hylobates lar entelloides
113495,Black-necked Woodpecker
113496,Buff-bridled Inca-Finch
113497,Great Spinetail
113498,Jelski's Chat-Tyrant
113584,Mosquiteros
113587,Small Ground Crickets
113590,zöld küllő
113591,Egerészölyv
113616,taviokuurna
113623,Sphex resinipes
113642,Phaethornis superciliosus superciliosus
113645,Quetzal de cabeza dorada
113746,Крижень звичайний
113817,黑臉油葫蘆
113819,Mimicking Snout-nose
113923,Gray-winged Inca-Finch
113924,Chestnut-backed Thornbird
113925,Buff-bellied Tanager
113926,Marañón Thrush
113927,Yellow-faced Parrotlet
113950,Sitta europaea asiatica
113955,Ransuil
113966,Mandarinente
113969,Great Eared-Nightjar
113980,Blue-and-black Tanager
113981,Maroon-belted Chat-Tyrant
113982,Neblina Tapaculo
113989,Orphulellini
114022,Black Prevost's Squirrel
114193,Cuculus micropterus concretus
114195,Malaysian Pied-Fantail (Common)
114197,Galeirão-de-Crista
114233,Speckle-chested Piculet
114653,Acontista concinna
114654,Melampsalta omar
114668,Espadarana
114669,Diasporus quidditus
114682,Chipe de Townsend
114829,Ibeeria väike-lehelind
114836,Ornate Hawk-Eagle
114838,Nightingale Wren
114846,Carpintero café
114859,coastal burnweed
114860,Lava Gull
114869,Синиця чорна
114871,Rapaces
114878,Golden-tailed Sapphire
114880,Black-bellied Tanager
114883,Sapphire-spangled Emerald
114884,Hauxwell's Thrush
114885,Zimmer's Antbird
114888,トビ
114899,Rioja Tree Frog
114919,Ectatoderus guichardi
114974,Chorthippus eisentrauti
115002,Μαυροσκούφης
115012,Black-billed Nightingale-Thrush
115013,Yellow-winged Vireo
115023,Chorthippus mollis ignifer
115060,White-throated Mountain-gem
115065,Kapuzenwollrücken
115356,Isabela Mockingbird
115381,White-hearted Glass Frog
115384,Oriental Pied-Hornbill (Southern)
115389,Loutre du Canada
115390,Presbytis rubicunda chrysea
115394,เหยี่ยวขาวเอเชีย
115398,Turdus fuscater
115403,쇠딱따구리
115406,Northern Fin Whale
115409,Rufous-vented Tapaculo
115410,Rufous-headed Pygmy-Tyrant
115411,Pale-edged Flycatcher
115428,Rote Waldameisen
115438,Promerops gurneyi
115441,领角鸮
115460,Eurasische Krickente
115462,Rallus aquaticus
115513,Yellow-thighed Brushfinch
115515,Flame-coloured Tanager
115517,Talamanca Hummingbird
115531,Manchurian Reed Warbler
115533,סנונית רפתות
115536,Conocephalus bilineatus
115540,Sığırcık
115541,Trepadeira-azul
115563,Bar-winged Wood-Wren
115564,Cinnamon-breasted Tody-Tyrant
115565,Tufted Flycatcher
115566,Dark Pewee
115567,Little Inca-Finch
115568,Marañón Spinetail
115569,Marañón Crescentchest
115570,Drab Seedeater
115571,Chinchipe Spinetail
115572,Black-cowled Saltator
115573,Gray-chinned Hermit (Porculla)
115574,Chapman's Antshrike
115577,Momotus subrufescens argenticinctus
115579,Scrub Nightjar
115580,Tumbes Swallow
115581,Peruvian Pygmy-Owl
115608,Riverside Tyrant
115613,Pale-billed Hornero
115638,Philippine Bulbul
115663,Teratohyla spinosa
115667,House Sparrow · イエスズメ
115674,虎皮蛙
115733,Sunda Green Imperial Pigeon
115735,Bornean rhinoceros hornbill
115736,Plain-capped Starthroat
115744,Green Claybank Tiger Beetle
115750,Levant Green Frog
115751,Folaga
115755,Indian Pied Starling
115763,Oophaga solanensis
115765,Craugastor longirostris
115773,Dusky Eagle-Owl
115781,Phylloscopus trochiloides
115795,Copris
115798,Socotra Scops-Owl
115832,Harp Seal
115867,Black-throated Wren-Babbler
115869,Edible Bullfrog
115877,Brown Booby
115883,Europäische Amsel
115884,Mops plicatus
115957,黑额矿吸蜜鸟
115960,Wallace's Hawk-Eagle (Common)
115964,Αιγυπτιακή χήνα
115979,Brown-throated parakeet
115982,White-spectacled Bulbul
115993,鹪鹩
116026,Renoquet
116045,Ognorhynchus icterotis
116053,McDonald's Frog
116054,Dainty Nursery Frog
116060,Apis mellifera
116076,Sturz cântător
116080,Perching Birds · Sperlingsvögel
116085,skokan hnědý
116113,Estaladeira-cinzenta
116147,Pycnonotus plumosus hutzi
116164,Titmouse
116171,Irena puella crinigera
116174,Chestnut-headed Partridge (Siamese)
116183,Blacksoil Toadlet
116185,Silvery-cheeked Hornbill
116193,Pfeifente
116210,Calusa Trig
116281,leafy mistletoes
116283,Lasiurus blossevillii
116300,Pellorneum malaccense sordidum
116310,Toxostoma bendirei
116323,Chara gorro azul
116324,Ventriloquial Oriole (Bornean)
116328,Lalage fimbriata schierbrandi
116332,Foudia omissa
116337,Stenknäck
116354,trädlärka
116355,pájaro negro
116365,Rana arborícola lechosa
116369,Trepador grande
116375,Banded Wren
116381,Hausammer
116410,Búho leonado
116417,Dinopium javanense borneonense
116425,Hirtenmaina
116426,Euphonia affinis olmecorum
116431,Rufous-tailed Tailorbird (Bornean)
116437,Broad-eared Free-tailed Bat
116440,Psittacula eupatria siamensis
116443,葵花凤头鹦鹉
116458,Tyrannus dominicensis dominicensis
116463,Mažoji gulbė
116466,Canis aureus
116474,Pica-pau-mosqueado
116487,Avetoro Menor
116502,Pelargopsis capensis innominata
116504,saltarin amarillo
116509,Wandering Whistling-Duck
116521,Bergeronnette des Ruisseaux
116525,Sagui-de-Tufos-Brancos
116564,Rothuhn
116567,Antillean Gallinule
116569,Australian Boobook
116574,Poospiza whitii
116577,João-chaquenho
116588,Black Flying-fox
116597,Calao pie
116601,Periquito-rei
116628,Eastern Cardinal
116641,Little Gull
116659,black winged cowbird
116662,Okanagana orithyia
116668,Blisgås
116672,Philippines Long-tailed Shrike
116682,Painted Meadow Grasshopper
116687,Pachycephala hypoxantha hypoxantha
116693,Horornis vulcanius oreophilus
116700,Indigo Flycatcher (Bornean)
116718,Rouxinol do Japão
116727,Picogordo cuello rojo
116734,Mierlă gulerată
116740,kôrovník dlhoprstý
116753,Oecanthus filiger
116755,Leptopelis vannutellii
116771,Poupa
116776,Slaty-backed Nightingale-Thrush
116798,Loxia curvirostra curvirostra
116811,Raymond's Grasshopper
116812,Pilkoji varna
116816,Cuculo dal ciuffo
116819,Lucherino
116830,Gulsparv
116836,Zhangixalus nigropunctatus
116880,Tángara rastrojera
116884,Common Green-Magpie
116887,Psilopogon eximius cyaneus
116909,Australian Pacific Baza
116912,Gaio
116913,Bornean Leafbird
116923,Streaked Weaver
116932,ショウジョウコウカンチョウ
116935,Cathartes aura ruficollis
116938,Pica-Pau-Dourado
116939,Corocochó
116941,Kings
116950,Bahama Mockingbird (Jamaica)
116960,家鴿
116967,Orangequit
116968,Jamaican Tody
116972,Honduran Emerald
116978,Süvöltő
116980,Szárcsa
116981,Estorninho-dos-açores
116995,Morkulla
117001,Vireo atricapilla
117010,Papa-lagarta-norte-americano
117052,Geocrinia sparsiflora
117055,alcaudón norteño canario
117060,Indian Pitta
117072,Slechtvalk
117107,Tamborcito Grande
117114,Rhipidura albicollis kinabalu
117118,Chestnut-crested Yuhina
117122,Mortiño
117128,Purana usnani
117132,Rubigula flaviventris johnsoni
117136,Grand Cormoran
117137,Grèbe castagneux
117144,Music Frogs
117155,Полевые Жаворонки
117157,Rufous-tailed Flycatcher
117164,Yellow-shouldered Grassquit
117175,Jilguero cara gris
117195,Lugre
117208,Brownish Elaenia
117209,Pearly-breasted Conebill
117210,Lunulated Antbird
117214,Phylloscopus montis montis
117218,Mountain Wren-Babbler
117220,Zosterops emiliae emiliae
117227,쇠오리
117262,Rela-comum
117264,Puff-throated Babbler
117265,Caravana
117272,Prionacris cantrix
117275,Copetón
117280,Озёрная Чайка
117313,Tinamus major
117321,Fruxu
117323,Miudinho
117349,Little Pied Cormorant
117357,雙眉葦鶯
117361,Weißkehlfächerschwanz
117363,Chestnut-crowned Babbler
117368,Fauvette pitchou
117383,Зяблик звичайний
117388,Ardillas de árboles
117389,斑腿泛树蛙
117393,Tulipa
117394,San Diego Spotted Towhee
117417,Dombey's Beech
117423,Jentink's Squirrel
117441,Bare-headed Laughingthrush
117460,Dajaldrossel
117461,Graukopfkanarienschnäpper
117462,Cypsiurus balasiensis
117468,Jabalí europeo
117472,Southern Red-billed Hornbill
117480,Dendy's Brood Frog
117487,Τσαλαπετεινός
117504,Drozd Zpěvný Evropský
117522,Pernilongo-Comum
117523,Short-tailed Nighthawk
117524,Orange-eyed Flatbill
117527,Dugand's Antwren
117528,Slate-colored Antbird
117529,Black-banded Crake
117532,Black-necked Red-Cotinga
117533,Band-tailed Cacique
117539,Schwanengans
117542,Gelbkopfamazone
117564,Perereca-de-moldura
117571,Hylodes nasus
117572,鴛鴦
117575,spilornis kinabaluensis
117583,Valkoselkätikka
117603,Duttaphrynus melanostictus
117605,Malaiensegler
117611,Haubenbülbül
117612,Crane Flies · 大蚊下目
117614,Karmesinnektarvogel
117616,Japanbrillenvogel
117623,Brown Nunlet
117631,Euphagus cyanocephalus
117648,Zwergpfeifgans
117662,Valley Garter Snake
117676,Wirbeltiere
117698,Black-tailed Antbird
117699,Short-tailed Parrot
117737,Horornis flavolivaceus oreophilus
117742,八聲杜鵑
117747,Kobonga apicans
117752,Kajika Frog
117756,长尾雀
117757,Tadarida
117759,燕雀科
117770,flagspætte
117817,Europäischer Buchfink
117831,Hexacentrus japonicus
117833,Meloimorpha japonica
117872,Flat-headed Frog
117873,Grillo cola de espada
117890,Borneobronzemännchen
117893,Orthotomus ruficeps borneoensis
117904,Domestic Goat
117907,Odontotaenius disjunctus
117909,Ranoidea splendida
117910,King Island Black Currawong
117927,עלווית צהובת גבות
117954,Horis
117969,Gierzwaluwen
117971,Black-billed Wood-Dove
117977,Обыкновенный Зимородок
117978,Зелёный Дятел
118009,Chupim
118019,Nymphicus hollandicus
118027,イワサキクサゼミ
118034,Anthreptes malacensis borneensis
118037,小白腰雨燕 · House Swift
118049,Соколиные
118053,Andorinhão-do-buriti
118064,Otus lettia
118066,Sroka
118068,sikora uboga
118079,Woodland Hedgehogs
118100,Mauerbienen
118102,Northern Laughing Tree Frog
118119,Tucán de pecho blanco
118141,Tapichalaca Tree Frog
118145,Eastern White-backed Magpie
118147,Соловьиная широкохвостка
118149,Nilgiri Palm Squirrel
118150,American Marten
118155,Bayağı Serçe
118161,Fulica cristata
118166,Braunliest
118181,Curió
118182,Коромысло большое
118201,Berberomeloe tenebrosus
118202,Outarde Canepetière
118232,Goldbrustgerygone
118233,食蟹獴
118236,Leopard
118237,-
118241,German-Salangane
118245,Red Belly
118249,Perlfrankolin
118250,Streifenbartvogel
118254,Galago écureuil du Gabon
118299,Trogon mexicanus
118303,ホシムクドリ
118308,家猫
118325,New Zealand tree fern
118338,Otway Forester
118341,Flaggendrongo
118343,Heckenkuckuck
118345,綠啄花(台灣亞種)
118351,Palm Crow
118356,Gray-cheeked Warbler
118358,Dundubia vaginata
118397,בולבול צהוב שת
118403,Scinax squalirostris
118415,Dusky Pigeon
118426,Dicaeum trigonostigma dayakanum
118441,Japanese Brown Frog
118461,Perching Birds · スズメ目
118492,Zonotrichia capensis carabayae
118496,Red-flowering Currant
118508,チャバラマユミソサザイ
118545,Torogoz
118567,Nyctidromus albicollis
118568,Japanese Skylark
118569,Обыкновенный Дубонос
118573,Örvös galamb
118577,Alouette calandrelle
118580,Taltrast
118610,Léierchen · Feldlerche
118611,Tamiasciurus hudsonicus
118620,Brent Goose
118638,Żaba Śmieszka
118641,Pseudacris triseriata
118664,Зарянки
118686,Micropternus brachyurus badiosus
118688,scarlet minivet
118693,"Sapos, Rãs e Relas"
118703,Dicrurus paradiseus brachyphorus
118709,Picolezna estriado
118710,Pyrrholaemus brunneus
118736,Cigalette du Fango
118740,Brown Brood Frog
118741,Kleiner Eichenbock
118768,Bartsittich
118788,高山山雀属
118794,Surucuá
118796,Batará pintado
118814,drozd čvíkotavý
118861,棕耳鵯
118864,Gaviota reidora
118872,中國黑鶇
118887,pinka obyčajná
118891,chiurlo maggiore
118892,Collocalia affinis cyanoptila
118896,Blue-naped Parrot
118901,Göktyta
118902,Solar Eclipse 2024
118906,strnádka žltá
118933,Cloud Cisticola
118938,Vörös vércse
118944,åkergroda
118964,Jumping Spiders
118980,Pycnonotus taivanus
118981,Hypsipetes leucocephalus
118985,chochos de ratón
119008,Picogrueso encapuchado
119015,Asian Pied Starlings
119026,Speckled Mourner
119030,Yellow-crowned Night Heron
119105,Sunflower Seed Maggot
119124,Long-billed Wren-Babbler
119141,Scholeksters
119142,Pacific Dune-Digger
119151,hawk or falcon
119152,Ropucha zielona
119172,Lesser Scaup
119245,Murciélago de Cola Libre
119282,山羊
119288,Fauvette orphée
119302,False Garden Mantis
119316,蘭嶼角鴞
119328,Pardal-montês
119344,Luì Grosso
119354,Singe hurleur à manteau
119370,Paratrombium album
119396,Faucon Émerillon
119403,Pale-bellied Tapaculo
119429,Alinjarria elongata
119431,Setophaga chrysoparia
119433,עטלף פירות מצוי
119440,Ochrilidia pruinosa
119446,House Crow (Sri Lankan)
119450,Phoenicurus
119455,Black-necked Red-wattled Lapwing
119459,Bulbuls
119460,Pycnonotus plumosus plumosus
119462,Langohrfledermäuse
119470,Bush Squirrels
119479,sammakko
119484,Beautiful Nuthatch
119496,Килевик краснозадый
119509,Collared Pratincole
119514,北仑姬蛙
119517,puštík obecný
119527,Pintarroxo-caseiro
119553,Coppersmith Barbet (Common Yellow-faced)
119561,Macaca fascicularis fascicularis
119562,Malay brahminy kite
119573,金翅雀
119581,Yellow-throated Marten
119586,銀喉長尾山雀
119593,Southern Smooth Frog
119605,Short-tailed Weasel
119607,Strongylopus grayii
119619,ハクガン
119622,Pheasant Cuckoo
119644,Rasvatihane
119676,Grèbe à bec bigarré
119682,Australian Rhinoceros Beetle
119702,Indomalayan Striated Heron
119704,Spotted Owlet
119720,titirijí gorjinegro
119739,Gracchio Alpino
119742,Lasius fuliginosus
119745,Corvus typicus
119748,Eucera
119758,luhtakana
119780,Blackish-breasted Babbler
119781,White-breasted Parrotbill
119782,Mountain Imperial Pigeon
119812,Roselin Pourpré
119815,Waldrapp
119826,Courtilière commune
119828,Ollanta modesta
119860,Skowronek
119861,mésange bicolore
119923,Northern Potoo
119926,Grillos Verdaderos
119958,Alpenringdrossel
119961,Zitronenzeisig
119980,Yellow Palm Warbler
119997,"Centzontles, cuicacoches y mulatos"
120008,Grubodziób
120098,Felosa-assobiadeira
120117,Hyla molleri
120176,Hvitryggspett
120180,קנית פסים
120181,שיחנית קטנה
120190,Türkisfeenvogel
120197,Grünscheitelbartvogel
120202,Fowler's and Woodhouse's Toads
120204,Curruíras e Afins
120227,蟋蟀科
120232,Craugastor cueyatl
120269,Polilla
120271,Сибирский бурундук
120300,Willie-wagtail
120331,Luzon Hornbill
120332,Coracina striata striata
120350,Sachatamia albomaculata
120351,Smilisca sordida
120352,Pristimantis ridens
120376,Apus
120380,Paracardiophorus
120392,Ornebius
120418,Lyncornis macrotis
120422,Orangebrusttrogon
120424,Black-eyed Litter Frog
120428,Dollarvogel
120429,Rotschwanzmaustimalie
120432,Hyperolius howelli
120436,White-eared Brown-Dove
120437,Hypsipetes philippinus philippinus
120438,Coppersmith Barbet (North Philippine Yellow-faced)
120441,Violettohrbartvogel
120443,Травяная лягушка
120447,翻石鷸
120458,棕曲嘴鹪鹩
120475,Brown-breasted Kingfisher
120491,Барабинская Чайка
120502,花細狹口蛙 (條紋狹口蛙)
120513,Klagekuckuck
120520,Blue throated barbet
120555,Rascador Oliváceo
120557,Carpintero Pico Plateado
120558,Mosquitero Ibérico
120571,"Águias, Gaviões, Milhafres e afins"
120572,Perdiz-comum
120587,Cryptotympana timorica
120588,Castor americano
120590,Faxonius rusticus
120593,Copsychus luzoniensis luzoniensis
120594,Loriculus philippensis philippensis
120598,Sooty Tern
120611,Eudynamys scolopaceus mindanensis
120614,蟬下目
120621,紅隼
120631,Γρυλλίδες
120633,Perico monje
120646,Cardinal à tête jaune
120670,Coastal Wolf
120691,Diasporus citrinobapheus
120692,Pygmy Rain Frog
120694,Lithobates warszewitschii
120695,yellow trout lily
120696,Diasporus
120704,Guatemalan Pygmy-Owl
120720,Striated Grassbird (Philippine)
120721,Acridotheres cristatellus cristatellus
120726,Traro
120728,Philippine Brown Shrike
120729,Phillipines large billed crow
120737,Cisticola exilis semirufus
120744,Gray-capped Pygmy Woodpecker
120749,Clay-coloured Thrush
120750,Grallaria alticola
120760,Hirundo tahitica javanica
120773,Megalurus palustris forbesi
120783,Hauskatze
120784,Major Brood Frog
120787,Platycercus icterotis
120788,Aratinga mitrada
120812,Avocette élégante
120819,Asa-de-telha
120834,Золотомушка червоночуба
120874,kis vöcsök
120876,小黑背鸥
120878,Balearic great tit
120901,White-tailed Prairie Dog
120907,Болотный лунь
120920,Orthotomus derbianus derbianus
120935,Typical Asian Barbets
120940,Птица
120949,Горихвостка-Чернушка
120954,Harvey's Duiker
120957,גבתון עפרוני
120958,חמרייה חלודת זנב
120961,Black-capped Bulbul
120969,Reyezuelo listado
120978,Northern Bat
